date,covid restriction,school district,county,state,presidential results,notes,fips_code,subregion
10/29/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/30/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/31/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
11/1/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
11/2/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
11/3/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
11/4/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
11/5/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
11/6/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
11/7/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
11/8/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
11/9/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
11/10/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
11/11/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
11/12/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
11/13/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
11/14/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
11/15/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
11/16/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
11/17/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
11/18/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
11/19/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
8/20/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,with virtual option,31055,douglas
8/21/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
8/22/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
8/23/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
8/24/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
8/25/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
8/26/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
8/27/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
8/28/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
8/29/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
8/30/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
8/31/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/1/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/2/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/3/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/4/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/5/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/6/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/7/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/8/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/9/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/10/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/11/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/12/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/13/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/14/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/15/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/16/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/17/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/18/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/19/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/20/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/21/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/22/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/23/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/24/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/25/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/26/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/27/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/28/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/29/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/30/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/1/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/2/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/3/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/4/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/5/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/6/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/7/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/8/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/9/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/10/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/11/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/12/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/13/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/14/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/15/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/16/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/17/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/18/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/19/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/20/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/21/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/22/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/23/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/24/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/25/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/26/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/27/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/28/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/29/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/30/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
10/31/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
11/1/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
11/2/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
11/3/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
11/4/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
11/5/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
11/6/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
11/7/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
11/8/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
11/9/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
11/10/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
11/11/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
11/12/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
11/13/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
11/14/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
11/15/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
11/16/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
11/17/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
11/18/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
11/19/20,-1,Douglas County West Community Schools,Douglas,Nebraska,Biden,,,
9/9/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,34003,bergen
9/10/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
9/11/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
9/12/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
9/13/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
9/14/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
9/15/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
9/16/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
9/17/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
9/18/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
9/19/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
9/20/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
9/21/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
9/22/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
9/23/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
9/24/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
9/25/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
9/26/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
9/27/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
9/28/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
9/29/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
9/30/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/1/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/2/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/3/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/4/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/5/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/6/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/7/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/8/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/9/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/10/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/11/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/12/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/13/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/14/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/15/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/16/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/17/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/18/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/19/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/20/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/21/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/22/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/23/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/24/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/25/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/26/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/27/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/28/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/29/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/30/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
10/31/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
11/1/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
11/2/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
11/3/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
11/4/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
11/5/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
11/6/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
11/7/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
11/8/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
11/9/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
11/10/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
11/11/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
11/12/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
11/13/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
11/14/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
11/15/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
11/16/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
11/17/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
11/18/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
11/19/20,0,Cliffside Park Borough School District,Bergen,New Jersey,Biden,,,
9/8/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,34027,morris
9/9/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
9/10/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
9/11/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
9/12/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
9/13/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
9/14/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
9/15/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
9/16/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
9/17/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
9/18/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
9/19/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
9/20/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
9/21/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
9/22/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
9/23/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
9/24/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
9/25/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
9/26/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
9/27/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
9/28/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
9/29/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
9/30/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
10/1/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
10/2/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
10/3/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
10/4/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
10/5/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
10/6/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
10/7/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
10/8/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
10/9/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
10/10/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
10/11/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
10/12/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
10/13/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
10/14/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
10/15/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
10/16/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
10/17/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
10/18/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
10/19/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
10/20/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
10/21/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
10/22/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
10/23/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
10/24/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
10/25/20,0,Lincoln Park Borough School District,Morris,New Jersey,Biden,,,
