date,covid restriction,school district,county,state,presidential results,notes,fips_code,subregion
11/8/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
11/9/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
11/10/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
11/11/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
11/12/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
11/13/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
11/14/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
11/15/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
11/16/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
11/17/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
11/18/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
11/19/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
,no luck,St. Joseph Public Schools,Berrien,Michigan,,,26021,berrien
8/26/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,28087,lowndes
8/27/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
8/28/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
8/29/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
8/30/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
8/31/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/1/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/2/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/3/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/4/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/5/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/6/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/7/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/8/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/9/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/10/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/11/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/12/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/13/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/14/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/15/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/16/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/17/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/18/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/19/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/20/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/21/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/22/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/23/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/24/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/25/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/26/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/27/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/28/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/29/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
9/30/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/1/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/2/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/3/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/4/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/5/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/6/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/7/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/8/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/9/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/10/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/11/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/12/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/13/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/14/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/15/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/16/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/17/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/18/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/19/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/20/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/21/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/22/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/23/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/24/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/25/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/26/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/27/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/28/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/29/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/30/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
10/31/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
11/1/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
11/2/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
11/3/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
11/4/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
11/5/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
11/6/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
11/7/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
11/8/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
11/9/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
11/10/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
11/11/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
11/12/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
11/13/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
11/14/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
11/15/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
11/16/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
11/17/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
11/18/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
11/19/20,0,Columbus Municipal School District,Lowndes,Mississippi,Trump,,,
8/6/20,-1,Gulfport School District,Harrison,Mississippi,Trump,with virtual option,28047,harrison
8/7/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
8/8/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
8/9/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
8/10/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
8/11/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
8/12/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
8/13/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
8/14/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
8/15/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
8/16/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
8/17/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
8/18/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
8/19/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
8/20/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
8/21/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
8/22/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
8/23/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
8/24/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
8/25/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
8/26/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
8/27/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
8/28/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
8/29/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
8/30/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
8/31/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/1/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/2/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/3/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/4/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/5/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/6/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/7/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/8/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/9/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/10/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/11/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/12/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/13/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/14/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/15/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/16/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/17/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/18/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/19/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/20/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/21/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/22/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/23/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/24/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/25/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/26/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/27/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/28/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/29/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
9/30/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/1/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/2/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/3/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/4/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/5/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/6/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/7/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/8/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/9/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/10/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/11/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/12/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/13/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/14/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/15/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/16/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/17/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/18/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/19/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/20/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/21/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/22/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/23/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/24/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/25/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/26/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/27/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/28/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/29/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/30/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
10/31/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
11/1/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
11/2/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
11/3/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
11/4/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
11/5/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
11/6/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
11/7/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
11/8/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
11/9/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
11/10/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
11/11/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
11/12/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
11/13/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
11/14/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
11/15/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
11/16/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
11/17/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
11/18/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
11/19/20,-1,Gulfport School District,Harrison,Mississippi,Trump,,,
8/7/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,28149,warren
8/8/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
8/9/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
8/10/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
8/11/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
8/12/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
8/13/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
8/14/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
8/15/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
8/16/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
8/17/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
8/18/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
8/19/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
8/20/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
8/21/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
8/22/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
8/23/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
8/24/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
8/25/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
8/26/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
8/27/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
8/28/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
8/29/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
8/30/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
8/31/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/1/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/2/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/3/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/4/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/5/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/6/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/7/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/8/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/9/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/10/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/11/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/12/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/13/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/14/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/15/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/16/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/17/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/18/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/19/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/20/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/21/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/22/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/23/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/24/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/25/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/26/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/27/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/28/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/29/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
9/30/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/1/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/2/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/3/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/4/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/5/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/6/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/7/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/8/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/9/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/10/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/11/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/12/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/13/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/14/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/15/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/16/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/17/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/18/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/19/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/20/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/21/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/22/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/23/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/24/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/25/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/26/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/27/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/28/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/29/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/30/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
10/31/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
11/1/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
11/2/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
11/3/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
11/4/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
11/5/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
11/6/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
11/7/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
11/8/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
11/9/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
11/10/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
11/11/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
11/12/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
11/13/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
11/14/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
11/15/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
11/16/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
11/17/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
11/18/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
11/19/20,0,Vicksburg Warren School District,Warren,Mississippi,Biden,,,
,cant find website,Bosworth R-V School District,Carroll,Missouri,,,29033,carroll
8/24/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,with virtual option,29183,st charles
8/25/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
8/26/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
8/27/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
8/28/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
8/29/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
8/30/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
8/31/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/1/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/2/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/3/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/4/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/5/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/6/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/7/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/8/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/9/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/10/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/11/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/12/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/13/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/14/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/15/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/16/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/17/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/18/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/19/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/20/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/21/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/22/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/23/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/24/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/25/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/26/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/27/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/28/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/29/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
9/30/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/1/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/2/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/3/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/4/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/5/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/6/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/7/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/8/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/9/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/10/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/11/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/12/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/13/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/14/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/15/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/16/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/17/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/18/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/19/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/20/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/21/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/22/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/23/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/24/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/25/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/26/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/27/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
10/28/20,-1,Orchard Farm R-V School District,St Charles,Missouri,Trump,,,
