GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNI,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AJWME001,NAME_M,AJWMM001
G09005160,2014-2018,,,Connecticut,9,,,,,,,,,,,,,,,,,,,,,,,,,,Winchester School District,5160,,,,"Winchester School District, Connecticut",10798,"Winchester School District, Connecticut",24
G09005190,2014-2018,,,Connecticut,9,,,,,,,,,,,,,,,,,,,,,,,,,,Windham School District,5190,,,,"Windham School District, Connecticut",24688,"Windham School District, Connecticut",70
G09005220,2014-2018,,,Connecticut,9,,,,,,,,,,,,,,,,,,,,,,,,,,Windsor School District,5220,,,,"Windsor School District, Connecticut",28917,"Windsor School District, Connecticut",38
G09005250,2014-2018,,,Connecticut,9,,,,,,,,,,,,,,,,,,,,,,,,,,Windsor Locks School District,5250,,,,"Windsor Locks School District, Connecticut",12613,"Windsor Locks School District, Connecticut",28
G09005280,2014-2018,,,Connecticut,9,,,,,,,,,,,,,,,,,,,,,,,,,,Wolcott School District,5280,,,,"Wolcott School District, Connecticut",16652,"Wolcott School District, Connecticut",30
G09099999,2014-2018,,,Connecticut,9,,,,,,,,,,,,,,,,,,,,,,,,,,Remainder of Connecticut,99999,,,,"Remainder of Connecticut, Connecticut",215687,"Remainder of Connecticut, Connecticut",272
G10000080,2014-2018,,,Delaware,10,,,,,,,,,,,,,,,,,,,,,,,,,,Appoquinimink School District,80,,,,"Appoquinimink School District, Delaware",60270,"Appoquinimink School District, Delaware",1613
G10000170,2014-2018,,,Delaware,10,,,,,,,,,,,,,,,,,,,,,,,,,,Cape Henlopen School District,170,,,,"Cape Henlopen School District, Delaware",54932,"Cape Henlopen School District, Delaware",1311
G10000180,2014-2018,,,Delaware,10,,,,,,,,,,,,,,,,,,,,,,,,,,Caesar Rodney School District,180,,,,"Caesar Rodney School District, Delaware",48587,"Caesar Rodney School District, Delaware",1552
G10000190,2014-2018,,,Delaware,10,,,,,,,,,,,,,,,,,,,,,,,,,,Capital School District,190,,,,"Capital School District, Delaware",56826,"Capital School District, Delaware",1464
G10000200,2014-2018,,,Delaware,10,,,,,,,,,,,,,,,,,,,,,,,,,,Christina School District,200,,,,"Christina School District, Delaware",172398,"Christina School District, Delaware",2156
G10000230,2014-2018,,,Delaware,10,,,,,,,,,,,,,,,,,,,,,,,,,,Colonial School District,230,,,,"Colonial School District, Delaware",86687,"Colonial School District, Delaware",1887
G10000270,2014-2018,,,Delaware,10,,,,,,,,,,,,,,,,,,,,,,,,,,Delmar School District,270,,,,"Delmar School District, Delaware",5869,"Delmar School District, Delaware",576
G10000680,2014-2018,,,Delaware,10,,,,,,,,,,,,,,,,,,,,,,,,,,Indian River School District,680,,,,"Indian River School District, Delaware",83795,"Indian River School District, Delaware",1520
G10000790,2014-2018,,,Delaware,10,,,,,,,,,,,,,,,,,,,,,,,,,,Lake Forest School District,790,,,,"Lake Forest School District, Delaware",26318,"Lake Forest School District, Delaware",1176
G10000810,2014-2018,,,Delaware,10,,,,,,,,,,,,,,,,,,,,,,,,,,Laurel School District,810,,,,"Laurel School District, Delaware",15723,"Laurel School District, Delaware",794
G10001080,2014-2018,,,Delaware,10,,,,,,,,,,,,,,,,,,,,,,,,,,Milford School District,1080,,,,"Milford School District, Delaware",29443,"Milford School District, Delaware",948
G10001240,2014-2018,,,Delaware,10,,,,,,,,,,,,,,,,,,,,,,,,,,Brandywine School District,1240,,,,"Brandywine School District, Delaware",92981,"Brandywine School District, Delaware",1360
G10001300,2014-2018,,,Delaware,10,,,,,,,,,,,,,,,,,,,,,,,,,,Red Clay Consolidated School District,1300,,,,"Red Clay Consolidated School District, Delaware",137220,"Red Clay Consolidated School District, Delaware",1690
G10001530,2014-2018,,,Delaware,10,,,,,,,,,,,,,,,,,,,,,,,,,,Seaford School District,1530,,,,"Seaford School District, Delaware",24717,"Seaford School District, Delaware",854
G10001620,2014-2018,,,Delaware,10,,,,,,,,,,,,,,,,,,,,,,,,,,Smyrna School District,1620,,,,"Smyrna School District, Delaware",36262,"Smyrna School District, Delaware",1168
G10001850,2014-2018,,,Delaware,10,,,,,,,,,,,,,,,,,,,,,,,,,,Woodbridge School District,1850,,,,"Woodbridge School District, Delaware",17467,"Woodbridge School District, Delaware",1032
G11000030,2014-2018,,,District of Columbia,11,,,,,,,,,,,,,,,,,,,,,,,,,,District of Columbia Public Schools,30,,,,"District of Columbia Public Schools, District of Columbia",684498,"District of Columbia Public Schools, District of Columbia",0
G12000030,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Alachua County School District,30,,,,"Alachua County School District, Florida",263148,"Alachua County School District, Florida",0
G12000060,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Baker County School District,60,,,,"Baker County School District, Florida",27785,"Baker County School District, Florida",0
G12000090,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Bay County School District,90,,,,"Bay County School District, Florida",182482,"Bay County School District, Florida",0
G12000120,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Bradford County School District,120,,,,"Bradford County School District, Florida",26979,"Bradford County School District, Florida",0
G12000150,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Brevard County School District,150,,,,"Brevard County School District, Florida",576808,"Brevard County School District, Florida",0
G12000180,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Broward County School District,180,,,,"Broward County School District, Florida",1909151,"Broward County School District, Florida",0
G12000210,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Calhoun County School District,210,,,,"Calhoun County School District, Florida",14444,"Calhoun County School District, Florida",0
G12000240,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Charlotte County School District,240,,,,"Charlotte County School District, Florida",176954,"Charlotte County School District, Florida",0
G12000270,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Citrus County School District,270,,,,"Citrus County School District, Florida",143087,"Citrus County School District, Florida",0
G12000300,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Clay County School District,300,,,,"Clay County School District, Florida",207291,"Clay County School District, Florida",0
G12000330,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Collier County School District,330,,,,"Collier County School District, Florida",363922,"Collier County School District, Florida",0
G12000360,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia County School District,360,,,,"Columbia County School District, Florida",69105,"Columbia County School District, Florida",0
G12000390,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Dade County School District,390,,,,"Dade County School District, Florida",2715516,"Dade County School District, Florida",0
G12000420,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,DeSoto County School District,420,,,,"DeSoto County School District, Florida",36399,"DeSoto County School District, Florida",0
G12000450,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Dixie County School District,450,,,,"Dixie County School District, Florida",16437,"Dixie County School District, Florida",0
G12000480,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Duval County School District,480,,,,"Duval County School District, Florida",924229,"Duval County School District, Florida",0
G12000510,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Escambia County School District,510,,,,"Escambia County School District, Florida",311522,"Escambia County School District, Florida",0
G12000540,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Flagler County School District,540,,,,"Flagler County School District, Florida",107139,"Flagler County School District, Florida",0
G12000570,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Franklin County School District,570,,,,"Franklin County School District, Florida",11736,"Franklin County School District, Florida",0
G12000600,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Gadsden County School District,600,,,,"Gadsden County School District, Florida",46017,"Gadsden County School District, Florida",0
G12000630,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Gilchrist County School District,630,,,,"Gilchrist County School District, Florida",17615,"Gilchrist County School District, Florida",0
G12000660,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Glades County School District,660,,,,"Glades County School District, Florida",13363,"Glades County School District, Florida",0
G12000690,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Gulf County School District,690,,,,"Gulf County School District, Florida",16055,"Gulf County School District, Florida",0
G12000720,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Hamilton County School District,720,,,,"Hamilton County School District, Florida",14269,"Hamilton County School District, Florida",0
G12000750,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Hardee County School District,750,,,,"Hardee County School District, Florida",27228,"Hardee County School District, Florida",0
G12000780,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Hendry County School District,780,,,,"Hendry County School District, Florida",40127,"Hendry County School District, Florida",0
G12000810,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Hernando County School District,810,,,,"Hernando County School District, Florida",182696,"Hernando County School District, Florida",0
G12000840,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Highlands County School District,840,,,,"Highlands County School District, Florida",102101,"Highlands County School District, Florida",0
G12000870,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Hillsborough County School District,870,,,,"Hillsborough County School District, Florida",1378883,"Hillsborough County School District, Florida",0
G12000900,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Holmes County School District,900,,,,"Holmes County School District, Florida",19430,"Holmes County School District, Florida",0
G12000930,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Indian River County School District,930,,,,"Indian River County School District, Florida",150984,"Indian River County School District, Florida",0
G12000960,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Jackson County School District,960,,,,"Jackson County School District, Florida",48472,"Jackson County School District, Florida",0
G12000990,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Jefferson County School District,990,,,,"Jefferson County School District, Florida",14105,"Jefferson County School District, Florida",0
G12001020,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Lafayette County School District,1020,,,,"Lafayette County School District, Florida",8744,"Lafayette County School District, Florida",0
G12001050,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Lake County School District,1050,,,,"Lake County School District, Florida",335362,"Lake County School District, Florida",0
G12001080,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Lee County School District,1080,,,,"Lee County School District, Florida",718679,"Lee County School District, Florida",0
G12001110,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Leon County School District,1110,,,,"Leon County School District, Florida",288102,"Leon County School District, Florida",0
G12001140,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Levy County School District,1140,,,,"Levy County School District, Florida",39961,"Levy County School District, Florida",0
G12001170,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Liberty County School District,1170,,,,"Liberty County School District, Florida",8365,"Liberty County School District, Florida",0
G12001200,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Madison County School District,1200,,,,"Madison County School District, Florida",18474,"Madison County School District, Florida",0
G12001230,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Manatee County School District,1230,,,,"Manatee County School District, Florida",373853,"Manatee County School District, Florida",0
G12001260,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Marion County School District,1260,,,,"Marion County School District, Florida",348371,"Marion County School District, Florida",0
G12001290,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Martin County School District,1290,,,,"Martin County School District, Florida",157581,"Martin County School District, Florida",0
G12001320,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Monroe County School District,1320,,,,"Monroe County School District, Florida",76325,"Monroe County School District, Florida",0
G12001350,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Nassau County School District,1350,,,,"Nassau County School District, Florida",80578,"Nassau County School District, Florida",0
G12001380,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Okaloosa County School District,1380,,,,"Okaloosa County School District, Florida",200737,"Okaloosa County School District, Florida",0
G12001410,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Okeechobee County School District,1410,,,,"Okeechobee County School District, Florida",40572,"Okeechobee County School District, Florida",0
G12001440,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Orange County School District,1440,,,,"Orange County School District, Florida",1321194,"Orange County School District, Florida",0
G12001470,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Osceola County School District,1470,,,,"Osceola County School District, Florida",338619,"Osceola County School District, Florida",0
G12001500,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Palm Beach County School District,1500,,,,"Palm Beach County School District, Florida",1446277,"Palm Beach County School District, Florida",0
G12001530,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Pasco County School District,1530,,,,"Pasco County School District, Florida",510593,"Pasco County School District, Florida",0
G12001560,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Pinellas County School District,1560,,,,"Pinellas County School District, Florida",957875,"Pinellas County School District, Florida",0
G12001590,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Polk County School District,1590,,,,"Polk County School District, Florida",668671,"Polk County School District, Florida",0
G12001620,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Putnam County School District,1620,,,,"Putnam County School District, Florida",72766,"Putnam County School District, Florida",0
G12001650,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Rosa County School District,1650,,,,"Santa Rosa County School District, Florida",170442,"Santa Rosa County School District, Florida",0
G12001680,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Sarasota County School District,1680,,,,"Sarasota County School District, Florida",412144,"Sarasota County School District, Florida",0
G12001710,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Seminole County School District,1710,,,,"Seminole County School District, Florida",455086,"Seminole County School District, Florida",0
G12001740,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,St. Johns County School District,1740,,,,"St. Johns County School District, Florida",235503,"St. Johns County School District, Florida",0
G12001770,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,St. Lucie County School District,1770,,,,"St. Lucie County School District, Florida",305591,"St. Lucie County School District, Florida",0
G12001800,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Sumter County School District,1800,,,,"Sumter County School District, Florida",120999,"Sumter County School District, Florida",0
G12001830,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Suwannee County School District,1830,,,,"Suwannee County School District, Florida",43924,"Suwannee County School District, Florida",0
G12001860,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Taylor County School District,1860,,,,"Taylor County School District, Florida",22098,"Taylor County School District, Florida",0
G12001890,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Union County School District,1890,,,,"Union County School District, Florida",15239,"Union County School District, Florida",0
G12001920,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Volusia County School District,1920,,,,"Volusia County School District, Florida",527634,"Volusia County School District, Florida",0
G12001950,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Wakulla County School District,1950,,,,"Wakulla County School District, Florida",31877,"Wakulla County School District, Florida",0
G12001980,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Walton County School District,1980,,,,"Walton County School District, Florida",65858,"Walton County School District, Florida",0
G12002010,2014-2018,,,Florida,12,,,,,,,,,,,,,,,,,,,,,,,,,,Washington County School District,2010,,,,"Washington County School District, Florida",24566,"Washington County School District, Florida",0
G13000001,2014-2018,,,Georgia,13,,,,,,,,,,,,,,,,,,,,,,,,,,Troup County School District,1,,,,"Troup County School District, Georgia",69774,"Troup County School District, Georgia",0
G13000003,2014-2018,,,Georgia,13,,,,,,,,,,,,,,,,,,,,,,,,,,Fort Stewart School District,3,,,,"Fort Stewart School District, Georgia",9331,"Fort Stewart School District, Georgia",580
G13000060,2014-2018,,,Georgia,13,,,,,,,,,,,,,,,,,,,,,,,,,,Appling County School District,60,,,,"Appling County School District, Georgia",18454,"Appling County School District, Georgia",0
G13000090,2014-2018,,,Georgia,13,,,,,,,,,,,,,,,,,,,,,,,,,,Atkinson County School District,90,,,,"Atkinson County School District, Georgia",8265,"Atkinson County School District, Georgia",0
G13000120,2014-2018,,,Georgia,13,,,,,,,,,,,,,,,,,,,,,,,,,,Atlanta City School District,120,,,,"Atlanta City School District, Georgia",479655,"Atlanta City School District, Georgia",128
