GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNI,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AJWME001,NAME_M,AJWMM001
G29002970,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Albany R-III School District,2970,,,,"Albany R-III School District, Missouri",2969,"Albany R-III School District, Missouri",185
G29003000,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Fe R-X School District,3000,,,,"Santa Fe R-X School District, Missouri",2531,"Santa Fe R-X School District, Missouri",241
G29003060,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Alton R-IV School District,3060,,,,"Alton R-IV School District, Missouri",4467,"Alton R-IV School District, Missouri",396
G29003120,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Appleton City R-II School District,3120,,,,"Appleton City R-II School District, Missouri",2526,"Appleton City R-II School District, Missouri",294
G29003150,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Arcadia Valley R-II School District,3150,,,,"Arcadia Valley R-II School District, Missouri",5791,"Arcadia Valley R-II School District, Missouri",293
G29003200,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Archie R-V School District,3200,,,,"Archie R-V School District, Missouri",3457,"Archie R-V School District, Missouri",354
G29003270,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Ash Grove R-IV School District,3270,,,,"Ash Grove R-IV School District, Missouri",4949,"Ash Grove R-IV School District, Missouri",594
G29003480,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Atlanta C-3 Schools,3480,,,,"Atlanta C-3 Schools, Missouri",1692,"Atlanta C-3 Schools, Missouri",252
G29004020,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Aurora R-VIII School District,4020,,,,"Aurora R-VIII School District, Missouri",11872,"Aurora R-VIII School District, Missouri",646
G29004050,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Ava R-I School District,4050,,,,"Ava R-I School District, Missouri",8167,"Ava R-I School District, Missouri",630
G29004140,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Bakersfield R-IV School District,4140,,,,"Bakersfield R-IV School District, Missouri",1733,"Bakersfield R-IV School District, Missouri",273
G29004170,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Ballard R-II School District,4170,,,,"Ballard R-II School District, Missouri",882,"Ballard R-II School District, Missouri",181
G29004500,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Bayless School District,4500,,,,"Bayless School District, Missouri",12997,"Bayless School District, Missouri",853
G29004530,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Bell City R-II School District,4530,,,,"Bell City R-II School District, Missouri",1677,"Bell City R-II School District, Missouri",198
G29004620,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Belton 124 School District,4620,,,,"Belton 124 School District, Missouri",26936,"Belton 124 School District, Missouri",395
G29004890,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Scott County R-IV School District,4890,,,,"Scott County R-IV School District, Missouri",6305,"Scott County R-IV School District, Missouri",418
G29004950,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Bernie R-XIII School District,4950,,,,"Bernie R-XIII School District, Missouri",2906,"Bernie R-XIII School District, Missouri",352
G29004980,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Bevier C-4 School District,4980,,,,"Bevier C-4 School District, Missouri",1453,"Bevier C-4 School District, Missouri",243
G29005070,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Billings R-IV School District,5070,,,,"Billings R-IV School District, Missouri",2786,"Billings R-IV School District, Missouri",222
G29005130,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Bismarck R-V School District,5130,,,,"Bismarck R-V School District, Missouri",3523,"Bismarck R-V School District, Missouri",525
G29005250,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Bloomfield R-XIV School District,5250,,,,"Bloomfield R-XIV School District, Missouri",4579,"Bloomfield R-XIV School District, Missouri",271
G29005280,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Blue Eye R-V School District,5280,,,,"Blue Eye R-V School District, Missouri",4523,"Blue Eye R-V School District, Missouri",453
G29005310,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Blue Springs R-IV School District,5310,,,,"Blue Springs R-IV School District, Missouri",77671,"Blue Springs R-IV School District, Missouri",1110
G29005370,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Bolivar R-I School District,5370,,,,"Bolivar R-I School District, Missouri",16493,"Bolivar R-I School District, Missouri",781
G29005430,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,North St. Francis County R-I School District,5430,,,,"North St. Francis County R-I School District, Missouri",19416,"North St. Francis County R-I School District, Missouri",703
G29005580,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Boonville R-I School District,5580,,,,"Boonville R-I School District, Missouri",11809,"Boonville R-I School District, Missouri",313
G29005610,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Bosworth R-V School District,5610,,,,"Bosworth R-V School District, Missouri",477,"Bosworth R-V School District, Missouri",76
G29005640,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Crawford County R-I School District,5640,,,,"Crawford County R-I School District, Missouri",6737,"Crawford County R-I School District, Missouri",719
G29005660,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Bowling Green R-I School District,5660,,,,"Bowling Green R-I School District, Missouri",11226,"Bowling Green R-I School District, Missouri",314
G29005700,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Bradleyville R-I School District,5700,,,,"Bradleyville R-I School District, Missouri",935,"Bradleyville R-I School District, Missouri",162
G29005730,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Delta C-7 School District,5730,,,,"Delta C-7 School District, Missouri",886,"Delta C-7 School District, Missouri",164
G29005760,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Branson R-IV School District,5760,,,,"Branson R-IV School District, Missouri",29564,"Branson R-IV School District, Missouri",819
G29005790,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Adair County R-II School District,5790,,,,"Adair County R-II School District, Missouri",1236,"Adair County R-II School District, Missouri",231
G29005820,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Braymer C-4 School District,5820,,,,"Braymer C-4 School District, Missouri",1708,"Braymer C-4 School District, Missouri",186
G29005850,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Breckenridge R-I School District,5850,,,,"Breckenridge R-I School District, Missouri",436,"Breckenridge R-I School District, Missouri",89
G29005880,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Brentwood School District,5880,,,,"Brentwood School District, Missouri",8191,"Brentwood School District, Missouri",64
G29005910,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Bronaugh R-VII School District,5910,,,,"Bronaugh R-VII School District, Missouri",1303,"Bronaugh R-VII School District, Missouri",184
G29005940,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Brookfield R-III School District,5940,,,,"Brookfield R-III School District, Missouri",6289,"Brookfield R-III School District, Missouri",179
G29006000,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Linn County R-I School District,6000,,,,"Linn County R-I School District, Missouri",1504,"Linn County R-I School District, Missouri",160
G29006030,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Brunswick R-II School District,6030,,,,"Brunswick R-II School District, Missouri",1730,"Brunswick R-II School District, Missouri",186
G29006090,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Bucklin R-II School District,6090,,,,"Bucklin R-II School District, Missouri",888,"Bucklin R-II School District, Missouri",115
G29006120,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Dallas County R-I School District,6120,,,,"Dallas County R-I School District, Missouri",12392,"Dallas County R-I School District, Missouri",796
G29006150,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Cooper County R-IV School District,6150,,,,"Cooper County R-IV School District, Missouri",912,"Cooper County R-IV School District, Missouri",144
G29006170,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Bunker R-III School District,6170,,,,"Bunker R-III School District, Missouri",1656,"Bunker R-III School District, Missouri",259
G29006360,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Butler R-V School District,6360,,,,"Butler R-V School District, Missouri",5705,"Butler R-V School District, Missouri",220
G29006430,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Cabool R-IV School District,6430,,,,"Cabool R-IV School District, Missouri",7173,"Cabool R-IV School District, Missouri",748
G29006450,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Cainsville R-I School District,6450,,,,"Cainsville R-I School District, Missouri",378,"Cainsville R-I School District, Missouri",79
G29006480,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Calhoun R-VIII School District,6480,,,,"Calhoun R-VIII School District, Missouri",909,"Calhoun R-VIII School District, Missouri",154
G29006510,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Moniteau County R-I School District,6510,,,,"Moniteau County R-I School District, Missouri",7017,"Moniteau County R-I School District, Missouri",288
G29006990,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Camdenton R-III School District,6990,,,,"Camdenton R-III School District, Missouri",32927,"Camdenton R-III School District, Missouri",784
G29007020,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Cameron R-I School District,7020,,,,"Cameron R-I School District, Missouri",13392,"Cameron R-I School District, Missouri",517
G29007050,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Campbell R-II School District,7050,,,,"Campbell R-II School District, Missouri",3512,"Campbell R-II School District, Missouri",275
G29007080,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Canton R-V School District,7080,,,,"Canton R-V School District, Missouri",4112,"Canton R-V School District, Missouri",245
G29007120,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Cape Girardeau 63 School District,7120,,,,"Cape Girardeau 63 School District, Missouri",39607,"Cape Girardeau 63 School District, Missouri",301
G29007350,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Carl Junction R-I School District,7350,,,,"Carl Junction R-I School District, Missouri",16831,"Carl Junction R-I School District, Missouri",972
G29007380,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Carrollton R-VII School District,7380,,,,"Carrollton R-VII School District, Missouri",5001,"Carrollton R-VII School District, Missouri",227
G29007460,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Carthage R-IX School District,7460,,,,"Carthage R-IX School District, Missouri",23421,"Carthage R-IX School District, Missouri",882
G29007470,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Caruthersville 18 School District,7470,,,,"Caruthersville 18 School District, Missouri",5789,"Caruthersville 18 School District, Missouri",89
G29008170,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Cassville R-IV School District,8170,,,,"Cassville R-IV School District, Missouri",12396,"Cassville R-IV School District, Missouri",940
G29008250,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Center 58 School District,8250,,,,"Center 58 School District, Missouri",25870,"Center 58 School District, Missouri",939
G29008320,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County R-VII School District,8320,,,,"Johnson County R-VII School District, Missouri",3373,"Johnson County R-VII School District, Missouri",646
G29008370,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Fort Zumwalt R-II School District,8370,,,,"Fort Zumwalt R-II School District, Missouri",116606,"Fort Zumwalt R-II School District, Missouri",1361
G29008400,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Centralia R-VI School District,8400,,,,"Centralia R-VI School District, Missouri",7897,"Centralia R-VI School District, Missouri",461
G29008430,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Chadwick R-I School District,8430,,,,"Chadwick R-I School District, Missouri",1698,"Chadwick R-I School District, Missouri",330
G29008460,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Chaffee R-II School District,8460,,,,"Chaffee R-II School District, Missouri",3477,"Chaffee R-II School District, Missouri",226
G29008490,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Osage County R-I School District,8490,,,,"Osage County R-I School District, Missouri",1218,"Osage County R-I School District, Missouri",200
G29008670,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Charleston R-I School District,8670,,,,"Charleston R-I School District, Missouri",8084,"Charleston R-I School District, Missouri",223
G29008730,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Chilhowee R-IV School District,8730,,,,"Chilhowee R-IV School District, Missouri",1215,"Chilhowee R-IV School District, Missouri",214
G29008760,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Chillicothe R-II School District,8760,,,,"Chillicothe R-II School District, Missouri",12613,"Chillicothe R-II School District, Missouri",299
G29009120,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Clarkton C-4 School District,9120,,,,"Clarkton C-4 School District, Missouri",1828,"Clarkton C-4 School District, Missouri",232
G29009720,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Clayton School District,9720,,,,"Clayton School District, Missouri",18826,"Clayton School District, Missouri",267
G29009750,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Clearwater R-I School District,9750,,,,"Clearwater R-I School District, Missouri",7191,"Clearwater R-I School District, Missouri",476
G29009780,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Clever R-V School District,9780,,,,"Clever R-V School District, Missouri",7090,"Clever R-V School District, Missouri",678
G29009810,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Climax Springs R-IV School District,9810,,,,"Climax Springs R-IV School District, Missouri",2587,"Climax Springs R-IV School District, Missouri",322
G29009860,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Clinton School District,9860,,,,"Clinton School District, Missouri",11146,"Clinton School District, Missouri",310
G29009900,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Cole Camp R-I School District,9900,,,,"Cole Camp R-I School District, Missouri",5227,"Cole Camp R-I School District, Missouri",489
G29009930,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Blair Oaks R-II School District,9930,,,,"Blair Oaks R-II School District, Missouri",6837,"Blair Oaks R-II School District, Missouri",392
G29010020,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Community R-VI School District,10020,,,,"Community R-VI School District, Missouri",2382,"Community R-VI School District, Missouri",348
G29010080,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Concordia R-II School District,10080,,,,"Concordia R-II School District, Missouri",3831,"Concordia R-II School District, Missouri",345
G29010110,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Laclede County R-I School District,10110,,,,"Laclede County R-I School District, Missouri",4323,"Laclede County R-I School District, Missouri",612
G29010140,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Cooter R-IV School District,10140,,,,"Cooter R-IV School District, Missouri",838,"Cooter R-IV School District, Missouri",186
G29010200,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Couch R-I School District,10200,,,,"Couch R-I School District, Missouri",1210,"Couch R-I School District, Missouri",221
G29010260,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Craig R-III School District,10260,,,,"Craig R-III School District, Missouri",601,"Craig R-III School District, Missouri",88
G29010290,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Crane R-III School District,10290,,,,"Crane R-III School District, Missouri",3765,"Crane R-III School District, Missouri",586
G29010320,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Sherwood Cass R-VIII School District,10320,,,,"Sherwood Cass R-VIII School District, Missouri",5037,"Sherwood Cass R-VIII School District, Missouri",385
G29010350,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Crocker R-II School District,10350,,,,"Crocker R-II School District, Missouri",3093,"Crocker R-II School District, Missouri",432
G29010380,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal City 47 School District,10380,,,,"Crystal City 47 School District, Missouri",3842,"Crystal City 47 School District, Missouri",273
G29010410,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Crawford County R-2 School District,10410,,,,"Crawford County R-2 School District, Missouri",9482,"Crawford County R-2 School District, Missouri",526
G29010440,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Dadeville R-II School District,10440,,,,"Dadeville R-II School District, Missouri",755,"Dadeville R-II School District, Missouri",117
G29010500,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,De Soto 73 School District,10500,,,,"De Soto 73 School District, Missouri",17292,"De Soto 73 School District, Missouri",812
G29010520,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Lakeland R-III School District,10520,,,,"Lakeland R-III School District, Missouri",2872,"Lakeland R-III School District, Missouri",326
G29010590,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Buchanan County R-IV School District,10590,,,,"Buchanan County R-IV School District, Missouri",2119,"Buchanan County R-IV School District, Missouri",316
G29010620,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Delta R-V School District,10620,,,,"Delta R-V School District, Missouri",1903,"Delta R-V School District, Missouri",247
G29010770,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Dexter R-XI School District,10770,,,,"Dexter R-XI School District, Missouri",13345,"Dexter R-XI School District, Missouri",465
G29010800,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond R-IV School District,10800,,,,"Diamond R-IV School District, Missouri",5898,"Diamond R-IV School District, Missouri",700
G29010830,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Dixon R-I School District,10830,,,,"Dixon R-I School District, Missouri",5259,"Dixon R-I School District, Missouri",583
G29010920,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Doniphan R-I School District,10920,,,,"Doniphan R-I School District, Missouri",10643,"Doniphan R-I School District, Missouri",372
G29010950,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Dora R-III School District,10950,,,,"Dora R-III School District, Missouri",1959,"Dora R-III School District, Missouri",335
G29011070,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Drexel R-IV School District,11070,,,,"Drexel R-IV School District, Missouri",1782,"Drexel R-IV School District, Missouri",213
G29011100,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,East Carter County R-II School District,11100,,,,"East Carter County R-II School District, Missouri",3352,"East Carter County R-II School District, Missouri",380
G29011220,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,East Prairie R-II School District,11220,,,,"East Prairie R-II School District, Missouri",5664,"East Prairie R-II School District, Missouri",223
G29011250,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,East Buchanan County C-1 School District,11250,,,,"East Buchanan County C-1 School District, Missouri",3922,"East Buchanan County C-1 School District, Missouri",348
G29011280,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Knox County R-I School District,11280,,,,"Knox County R-I School District, Missouri",3911,"Knox County R-I School District, Missouri",41
G29011310,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,El Dorado Springs R-II School District,11310,,,,"El Dorado Springs R-II School District, Missouri",8276,"El Dorado Springs R-II School District, Missouri",588
G29011340,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Eldon R-I School District,11340,,,,"Eldon R-I School District, Missouri",11407,"Eldon R-I School District, Missouri",602
G29011400,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Elsberry R-II School District,11400,,,,"Elsberry R-II School District, Missouri",4702,"Elsberry R-II School District, Missouri",528
G29011450,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Eminence R-I School District,11450,,,,"Eminence R-I School District, Missouri",2139,"Eminence R-I School District, Missouri",331
G29011550,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Cole County R-V School District,11550,,,,"Cole County R-V School District, Missouri",5158,"Cole County R-V School District, Missouri",451
G29011580,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Everton R-III School District,11580,,,,"Everton R-III School District, Missouri",1186,"Everton R-III School District, Missouri",199
G29011650,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Excelsior Springs 40 School District,11650,,,,"Excelsior Springs 40 School District, Missouri",18234,"Excelsior Springs 40 School District, Missouri",629
G29011670,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Exeter R-VI School District,11670,,,,"Exeter R-VI School District, Missouri",1865,"Exeter R-VI School District, Missouri",278
G29011700,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Fair Grove R-X School District,11700,,,,"Fair Grove R-X School District, Missouri",5939,"Fair Grove R-X School District, Missouri",867
G29011730,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Fair Play R-II School District,11730,,,,"Fair Play R-II School District, Missouri",2359,"Fair Play R-II School District, Missouri",320
G29011760,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Fairfax R-III School District,11760,,,,"Fairfax R-III School District, Missouri",982,"Fairfax R-III School District, Missouri",118
G29011910,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Farmington R-VII School District,11910,,,,"Farmington R-VII School District, Missouri",30249,"Farmington R-VII School District, Missouri",1071
G29011940,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Mid-Buchanan County R-V School District,11940,,,,"Mid-Buchanan County R-V School District, Missouri",4283,"Mid-Buchanan County R-V School District, Missouri",340
G29011990,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Fayette R-III School District,11990,,,,"Fayette R-III School District, Missouri",4913,"Fayette R-III School District, Missouri",300
G29012010,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Ferguson-Florissant R-II School District,12010,,,,"Ferguson-Florissant R-II School District, Missouri",69221,"Ferguson-Florissant R-II School District, Missouri",1739
G29012030,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Festus R-VI School District,12030,,,,"Festus R-VI School District, Missouri",17284,"Festus R-VI School District, Missouri",717
G29012180,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Fordland R-III School District,12180,,,,"Fordland R-III School District, Missouri",4640,"Fordland R-III School District, Missouri",614
G29012240,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Forsyth R-III School District,12240,,,,"Forsyth R-III School District, Missouri",8524,"Forsyth R-III School District, Missouri",676
G29012290,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Fort Osage R-I School District,12290,,,,"Fort Osage R-I School District, Missouri",25476,"Fort Osage R-I School District, Missouri",1049
G29012300,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Fox C-6 School District,12300,,,,"Fox C-6 School District, Missouri",69748,"Fox C-6 School District, Missouri",1231
G29012540,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Fredericktown R-I School District,12540,,,,"Fredericktown R-I School District, Missouri",10798,"Fredericktown R-I School District, Missouri",226
G29012550,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Fulton 58 School District,12550,,,,"Fulton 58 School District, Missouri",18802,"Fulton 58 School District, Missouri",676
G29012600,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Gainesville R-V School District,12600,,,,"Gainesville R-V School District, Missouri",4160,"Gainesville R-V School District, Missouri",377
G29012630,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Galena R-II School District,12630,,,,"Galena R-II School District, Missouri",3243,"Galena R-II School District, Missouri",553
G29012660,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Gallatin R-V School District,12660,,,,"Gallatin R-V School District, Missouri",3040,"Gallatin R-V School District, Missouri",253
G29012690,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Grundy County R-V School District,12690,,,,"Grundy County R-V School District, Missouri",844,"Grundy County R-V School District, Missouri",120
G29012780,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Gideon 37 School District,12780,,,,"Gideon 37 School District, Missouri",1717,"Gideon 37 School District, Missouri",198
G29012870,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Gilman City R-IV School District,12870,,,,"Gilman City R-IV School District, Missouri",820,"Gilman City R-IV School District, Missouri",121
G29012900,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Glasgow School District,12900,,,,"Glasgow School District, Missouri",2240,"Glasgow School District, Missouri",213
G29012930,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Golden City R-III School District,12930,,,,"Golden City R-III School District, Missouri",1517,"Golden City R-III School District, Missouri",252
G29013080,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Grain Valley R-V School District,13080,,,,"Grain Valley R-V School District, Missouri",19329,"Grain Valley R-V School District, Missouri",602
G29013140,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Grandview C-4 School District,13140,,,,"Grandview C-4 School District, Missouri",33751,"Grandview C-4 School District, Missouri",1038
G29013170,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Grandview R-II School District,13170,,,,"Grandview R-II School District, Missouri",4954,"Grandview R-II School District, Missouri",579
